PAR_Total,Label,Recycle,EQP_ID1,EQP_ID2,EQP_ID3,RECIPE_ID3,EQP_ID4,MAINPD_ID_1,MAINPD_ID_2
73825,B,0,HIN4,GMR5,GSS,DCLN2,HP16,R2,R13
13085,B,0,HIN4,GMR5,GSS,DCLN2,HP16,R2,R13
71,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
59,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
45,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
105,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
47,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
90,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
75,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
58,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
69,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
82,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
72,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
75,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
73,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
94,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
39580,B,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
35412,B,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
60,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
65,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
92,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
42,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R5
1150,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
37337,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
1841,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
862,G,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
39474,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
1084,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
49537,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
1046,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
1396,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
46716,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
762,G,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
49667,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
48810,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
37009,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
870,G,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
38451,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
1487,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
45384,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
2418,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
32130,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
1224,B,1,HIN2,GMR5,GSP,DCLN2,KP27,R2,R6
25654,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
1496,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
30574,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
31367,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
2646,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
32656,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
2882,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
31319,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
3918,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
32991,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
4279,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
28647,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
5192,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
30077,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
4926,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
32665,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
5980,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
32300,B,2,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
6258,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
32462,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
6746,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
33344,B,2,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
5888,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
30083,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
7252,B,1,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
10786,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R4
23274,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R5
6730,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R4
20947,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R5
8188,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R4
21199,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R5
8765,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R4
22197,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R5
23914,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R4
10177,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R4
21981,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R5
9816,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R4
24208,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R5
9939,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R4
22964,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R5
9846,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R4
22627,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R5
9603,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R4
23308,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R5
9904,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R4
23380,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R4
12024,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R4
23760,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R4
10995,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R4
7086,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
4420,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
4400,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
6697,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
7978,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
3869,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
7980,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
4356,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
7367,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
7857,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
3894,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
7573,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
4932,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
7360,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
4277,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
7341,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
4518,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
7044,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
4101,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
7082,B,0,HIN2,GMR3,GSP,DCLN2,KP17,R2,R6
10108,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
10365,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
10599,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
10140,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
10369,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
23724,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
69895,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
43157,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
43927,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
40670,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
9086,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
25882,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
24826,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
12439,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
81155,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
14068,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
47625,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
10819,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
24290,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R4
81924,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
25972,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R13
13337,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R1
5601,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
3116,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
7908,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
13229,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
5096,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
3086,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
2506,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
18984,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
2911,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
1438,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
7899,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
3183,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
6919,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R11
2508,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
18158,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
2748,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
8519,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
2757,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
7169,B,0,HIN2,GMR5,JSG1,DCLN1,KP17,R1,R9
41679,B,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
53,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
1082,B,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
70,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
185,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
47,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
125,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
63,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
147,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
483,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
151,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
50,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
151,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
46,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
7669,B,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
118,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
56,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
49,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
156,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
25345,B,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
24425,B,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
96,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
128,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
77,G,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
19262,B,0,HIN1,GMR7,GSS,DCLN2,JP22,R2,R13
11677,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
21102,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
11430,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
22197,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
9642,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
23455,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
10458,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
21953,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
11814,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
20552,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
9635,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
20608,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
9474,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
29461,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
14479,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
23233,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
10739,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
20639,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
10281,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
21785,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
10361,B,0,HIN1,GMR5,GSP,DCLN2,JP22,R2,R6
2913,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R13
16450,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R13
3833,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R13
13317,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R13
2744,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R13
11321,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R1
14487,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R1
2208,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R1
14027,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R1
2533,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R1
19820,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R1
2494,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R1
17790,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R1
3007,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R1
17418,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R1
4220,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R13
3278,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R13
5739,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R13
8152,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R13
4083,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R13
14994,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R13
2711,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R4
13965,B,0,HIN2,GMR5,GSS,DCLN2,KP27,R2,R4
3569,B,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
101,G,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
3479,B,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
77,G,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
3326,B,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
79,G,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
3156,B,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
111,G,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
3884,B,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
73,G,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
5035,B,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
87,G,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
3206,B,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
147,G,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
3657,B,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
76,G,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
3685,B,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
88,G,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
3166,B,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
98,G,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
3842,B,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
106,G,1,HIN4,GMR3,GSP,DCLN2,KP27,R2,R6
8334,B,0,HIN1,GMR3,GSP,DCLN2,KP27,R1,R11
135,G,0,HIN1,GMR3,GSP,DCLN2,KP27,R1,R11
8076,B,0,HIN1,GMR3,GSP,DCLN2,KP27,R1,R7
123,G,0,HIN4,GMR3,GSE,DCLN1,HP16,R2,R13
149,G,0,HIN4,GMR3,GSE,DCLN1,HP16,R2,R13
33226,B,0,HIN4,GMR3,GSE,DCLN1,HP16,R2,R13
29367,B,0,HIN4,GMR3,GSE,DCLN1,HP16,R2,R13
540,G,0,HIN4,GMR3,GSE,DCLN1,HP16,R2,R13
49483,B,0,HIN4,GMR3,GSE,DCLN1,HP16,R2,R13
9699,B,0,HIN4,GMR3,GSE,DCLN1,HP16,R2,R13
222,G,0,HIN4,GMR3,GSE,DCLN1,HP16,R2,R13
8972,B,0,HIN4,GMR3,GSE,DCLN1,HP16,R2,R13
44194,B,0,HIN4,GMR3,GSE,DCLN1,HP16,R2,R13
288,G,0,HIN4,GMR3,GSE,DCLN1,HP16,R2,R13
425,G,0,HIN4,GMR3,GSE,DCLN1,HP16,R2,R13
34471,B,0,HIN4,GMR3,GSE,DCLN1,HP16,R2,R13
108070,B,0,HIN4,GMR3,GSE,DCLN1,HP16,R2,R13
36501,B,0,HIN4,GMR3,GSE,DCLN1,HP16,R2,R13
300,G,0,HIN4,GMR3,GSE,DCLN1,HP16,R2,R13
29891,B,0,HIN4,GMR3,GSE,DCLN1,HP16,R1,R12
115,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R7
69,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R9
44,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R12
60,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R11
49,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R7
46,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R12
62,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R10
74,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R9
30,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R8
125,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R9
44,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R9
56,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R9
67,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R9
64,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R9
43,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R9
54,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R9
34,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R11
26,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R11
72,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R9
48,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R9
38,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R11
40,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R11
60,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R11
59,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R9
71,G,0,KIN4,GMR7,JSG1,DCLN1,KP10,R1,R9
3857,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
5567,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
7477,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
15017,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
3318,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
3770,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
4969,B,2,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
3399,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
4738,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
3802,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
4124,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
5512,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
4058,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
5199,B,2,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
3503,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
4801,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
3690,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
5787,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
4003,B,1,KIN4,GMR5,GSP,DCLN2,KP17,R2,R6
103,G,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
111,G,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
3699,B,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
3334,B,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
96,G,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
3488,B,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
95,G,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
105,G,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
3682,B,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
4646,B,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
73,G,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
3934,B,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
86,G,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
