PAR_Total,Label,Recycle,EQP_ID1,EQP_ID2,EQP_ID3,RECIPE_ID3,EQP_ID4,MAINPD_ID_1,MAINPD_ID_2
107,G,3,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
3145,B,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
3030,B,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
90,G,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
4364,B,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
109,G,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
339,G,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
3246,B,1,KIN4,GMR7,GSP,DCLN2,JP22,R2,R6
3349,B,0,KIN4,GMR3,GSS,DCLN2,KP04,R2,R13
13911,B,0,KIN4,GMR3,GSS,DCLN2,KP04,R2,R13
1137,B,0,KIN4,GMR3,GSS,DCLN2,KP04,R2,R13
18939,B,0,KIN4,GMR3,GSS,DCLN2,KP04,R2,R13
11247,B,0,KIN4,GMR3,GSS,DCLN2,KP04,R2,R13
600,G,0,KIN4,GMR3,GSS,DCLN2,KP04,R2,R13
1239,B,0,KIN4,GMR3,GSS,DCLN2,KP04,R2,R13
489,G,0,KIN4,GMR3,GSS,DCLN2,KP04,R2,R13
18702,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
2611,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
73311,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
3129,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
22013,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
16638,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
24039,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
3620,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
25170,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
3720,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
32886,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
5027,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
3797,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
30009,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
30293,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
3688,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
32600,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
4681,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
36620,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
5428,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
26261,B,0,HIN2,GMR5,GSP,DCLN2,JP22,R2,R13
900,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
26432,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
1198,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
24184,B,2,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
995,B,2,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
22134,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
1237,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
28085,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
1337,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
29655,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
1402,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
8934,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
1704,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
10275,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
1895,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
12221,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
2232,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
13954,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
2160,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
3237,B,1,HIN1,GMR5,GSS,DCLN2,JP22,R2,R6
4495,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
1006,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
4126,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
1098,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
3794,B,2,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
833,G,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
3644,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
874,G,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
3441,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
1041,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
3609,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
1010,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
4896,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
1142,B,2,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
3477,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
1081,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
4365,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
1137,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
3255,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
1157,B,2,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
4422,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
911,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
4630,B,1,HIN1,GMR5,GSP,DCLN2,KP17,R2,R6
125,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
121,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
13780,B,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
145,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
148,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
157,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
169,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
145,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
160,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
172,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
178,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
499,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
178,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
121,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
163,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
156,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
176,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
7203,B,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
163,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
142,G,0,HIN1,GMR5,GSP,DCLN2,KP21,R2,R5
4776,B,0,HIN4,GMR5,GSS,DCLN2,KP04,R2,R1
17460,B,0,HIN4,GMR5,GSS,DCLN2,KP04,R2,R1
5695,B,0,HIN4,GMR5,GSS,DCLN2,KP04,R2,R1
5941,B,0,HIN4,GMR5,GSS,DCLN2,KP04,R2,R1
5389,B,0,HIN4,GMR5,GSS,DCLN2,KP04,R2,R1
7051,B,0,HIN4,GMR5,GSS,DCLN2,KP04,R2,R1
6474,B,0,HIN4,GMR5,GSS,DCLN2,KP04,R2,R5
5722,B,0,HIN4,GMR5,GSS,DCLN2,KP04,R2,R5
7494,B,0,HIN4,GMR5,GSS,DCLN2,KP04,R2,R5
7444,B,0,HIN4,GMR5,GSS,DCLN2,KP04,R2,R4
7751,B,0,HIN4,GMR5,GSS,DCLN2,KP04,R2,R5
6851,B,0,HIN4,GMR5,GSS,DCLN2,KP04,R2,R5
8945,B,0,HIN4,GMR5,GSS,DCLN2,KP04,R2,R5
7970,B,0,HIN4,GMR5,GSS,DCLN2,KP04,R2,R5
4224,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R9
5343,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R9
3681,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R8
4249,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R9
4224,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R9
13335,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R9
3976,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R9
4676,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R9
3755,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R9
4492,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R9
4245,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R9
5043,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R9
4735,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R11
2949,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R10
4123,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R9
2891,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R9
4517,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R9
4752,B,0,HIN4,GMR5,JSG1,DCLN1,KP17,R1,R12
4296,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
6182,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
4836,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
4876,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
4563,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
5146,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
5257,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
5661,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
5053,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
5313,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
4984,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
5246,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
5120,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
5342,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
5509,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
4711,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
5343,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
4872,B,1,HIN2,GMR5,GSP,DCLN2,KP17,R2,R6
149,G,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R13
239,G,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R13
151,G,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R13
148,G,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R4
195,G,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R4
145,G,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R4
14632,B,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R4
139,G,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R4
3165,B,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R13
1645,B,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R13
298,G,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R13
173,G,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R13
180,G,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R13
184,G,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R13
1816,B,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R13
198,G,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R13
175,G,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R13
181,G,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R4
135,G,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R4
209,G,0,HIN1,GMR5,JSG1,DCLN1,KP10,R2,R13
4842,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R13
4003,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R13
3971,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R13
3933,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R13
5394,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R13
3937,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R13
6156,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R13
4450,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R13
4645,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R13
4595,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R13
4959,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R1
4256,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R1
4633,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R1
5257,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R13
4512,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R13
4729,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R13
3895,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R13
4631,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R13
4530,B,0,HIN2,GMR5,GSP,DCLN2,KP17,R2,R13
104,G,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
3052,B,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
3333,B,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
8886,B,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
4033,B,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
23116,B,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
5282,B,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
2377,B,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
1768,B,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
94,G,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
1778,B,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
118,G,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
26795,B,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
89,G,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R4
1599,B,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R4
93,G,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R4
1660,B,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
99,G,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
1705,B,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
84,G,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
1436,B,0,HIN2,GMR7,GSS,DCLN2,JP22,R2,R13
317,G,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R12
500,G,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R7
3785,B,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R10
4073,B,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R12
637,G,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R7
5082,B,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R8
921,B,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
2705,B,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
307,G,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
4574,B,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
3762,B,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
455,G,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
2747,B,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
526,G,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
5157,B,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R11
476,G,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
3615,B,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
390,G,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
2979,B,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
385,G,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
367,G,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
2969,B,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
336,G,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
2272,B,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R11
271,G,0,HIN1,GMR3,JSG1,DCLN1,HP16,R1,R9
810,G,0,HIN4,GMR3,GSP,DCLN2,KP04,R2,R13
851,G,0,HIN4,GMR3,GSP,DCLN2,KP04,R2,R13
811,G,0,HIN4,GMR3,GSP,DCLN2,KP04,R2,R13
913,B,0,HIN4,GMR3,GSP,DCLN2,KP04,R2,R13
1047,B,0,HIN4,GMR3,GSP,DCLN2,KP04,R2,R13
797,G,0,HIN4,GMR3,GSP,DCLN2,KP04,R2,R13
1048,B,0,HIN4,GMR3,GSP,DCLN2,KP04,R2,R13
1019,B,0,HIN4,GMR3,GSP,DCLN2,KP04,R2,R13
918,B,0,HIN4,GMR3,GSP,DCLN2,KP04,R2,R13
810,G,0,HIN4,GMR3,GSP,DCLN2,KP04,R2,R13
773,G,0,HIN4,GMR3,GSP,DCLN2,KP04,R2,R13
70,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
120,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
61,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
94,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
102,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
67,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
101,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
87,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
68,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
85,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
79,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
137,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
70,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
91,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
71,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
93,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
122,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
154,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
83,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
88,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
4095,B,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
77,G,1,HIN2,GMR7,GSS,DCLN2,KP17,R2,R6
382,G,0,HIN1,GMR3,GSP,DCLN2,KP04,R2,R13
17887,B,0,HIN1,GMR3,GSP,DCLN2,KP04,R2,R13
327,G,0,HIN1,GMR3,GSP,DCLN2,KP04,R2,R13
17744,B,0,HIN1,GMR3,GSP,DCLN2,KP04,R2,R13
311,G,0,HIN1,GMR3,GSP,DCLN2,KP04,R2,R13
18397,B,0,HIN1,GMR3,GSP,DCLN2,KP04,R2,R13
312,G,0,HIN1,GMR3,GSP,DCLN2,KP04,R2,R13
18050,B,0,HIN1,GMR3,GSP,DCLN2,KP04,R2,R13
18557,B,0,HIN1,GMR3,GSP,DCLN2,KP04,R2,R13
319,G,0,HIN1,GMR3,GSP,DCLN2,KP04,R2,R13
17465,B,0,HIN1,GMR3,GSP,DCLN2,KP04,R2,R13
309,G,0,HIN1,GMR3,GSP,DCLN2,KP04,R2,R13
1145,B,0,HIN1,GMR3,GSP,DCLN2,KP04,R2,R13
18635,B,0,HIN1,GMR3,GSP,DCLN2,KP04,R2,R13
2387,B,0,HIN1,GMR3,GSP,DCLN2,KP04,R2,R13
356,G,0,HIN1,GMR3,GSP,DCLN2,KP04,R2,R13
45,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
49,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
62,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
50,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
247,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
71,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
49,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
39,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
64,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
49,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
58,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
59,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
45,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
44,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
49,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
85,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
57,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
237,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
41,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
39,G,1,HIN2,GMR7,GSP,DCLN2,KP10,R2,R6
98,G,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
14227,B,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
178,G,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
122,G,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
110,G,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
143,G,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
147,G,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
5224,B,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
2621,B,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
1351,B,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
3891,B,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
3808,B,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
3882,B,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
319,G,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
1130,B,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
7383,B,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
1444,B,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
2029,B,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
57472,B,0,HIN4,GMR7,JSG1,DCLN1,KP27,R2,R13
