Label,Vendor,Usage,Recycle,MAINPD_ID,EQP1,Recipe1,CAST_ID,MAINPD_ID_1,MAINPD_ID_2
G,FK,0,1,CEBAKPA005,KP06,DI1,F75,CEBIH1PA02,CEBIHPA002
G,FK,2,1,CEBAKPA003,KP13,DI3,F251,CEPACONT01,CEBAKPA003
G,FK,2,1,CEBAKPA005,KP06,DI1,F95,CEPACONT01,CE003PAMON
G,FK,1,1,CEPA003H40,KP22,DI3,F302,CEPACONT01,CEPA07SPA1
G,SL,1,1,CEPA003H40,KP22,DI3,F302,CEPACONT01,CE045TMPA0
B,SL,2,1,CEPA003003,KP13,DI4,F169,CEPACONT01,CEPA07SAC1
G,SL,1,1,CEBAKPA003,KP12,DI3,F433,CEPA00307M,CEPACONT01
G,SL,3,1,CEBAKPA003,KP12,DI3,F433,CEPA00307M,CEPACONT01
G,SL,0,1,CEPA07SPA1,KP13,DI4,F317,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA07SPA1,KP13,DI4,F317,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEBAKPA005,KP06,DI1,F302,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA07SPA1,KP13,DI4,F176,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEBAKPA005,HP15,DI1,F155,CEBIH1PA02,CEBIHPA002
G,SL,3,1,CEPA003H10,KP07,DI3,F31,CEPACONT01,CEPA003003
G,FK,1,1,CEPA003H10,KP22,DI3,F351,CEPACONT01,CE003PAMON
G,SL,1,1,CEPA003H10,KP22,DI3,F214,CEPACONT01,CE003PAMON
G,FK,2,1,CEPA07SPA1,KP13,DI4,F127,CEPACONT01,CEPA07SPA1
G,FK,1,1,CEPA07SPA1,KP13,DI4,F127,CEPACONT01,CE003PAMON
G,FK,1,1,CEBAKPA005,KP11,DI1,F410,CEPACONT01,CEBAKPA003
G,FK,0,1,CEPA07SAC2,JP06,DI4,F49,CEBIH1PA02,CEBIHPA002
B,SL,0,1,CEPA07SAC2,JP06,DI4,F49,CEBIH1PA02,CEBIHPA002
B,SL,0,1,CEPA07SAC1,KP11,DI4,F49,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEBAKPA005,KP13,DI1,F262,CEBIH1PA02,CEBIHPA002
G,FK,1,1,CEBAKPA003,KP13,DI3,F362,CEPACONT01,CE003PAMON
G,FK,1,1,CEPA07SPA1,KP13,DI4,F321,CEBAKPA005,CEPACONT01
G,FK,0,1,CEPA07SPA1,KP13,DI4,F162,CEBIH1PA02,CEBIHPA002
G,SL,0,1,CEPA07SPA1,KP13,DI4,F35,CEBIH1PA02,CEBIHPA002
G,SL,0,1,CEPA07SPA1,KP13,DI4,F270,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA07SAC2,JP06,DI4,F126,CEBIH1PA02,CEBIHPA002
G,FK,1,1,CEPA07SPA1,KP13,DI4,F429,CEPACONT01,CE003PAMON
G,FK,1,1,CEBAKPA005,KP11,DI1,F312,CEPACONT01,CE003PAMON
B,SL,2,1,CEBAKPA003,KP12,DI3,F395,CEPACONT01,CE003PAMON
G,SL,1,1,CEBAKPA005,KP13,DI1,F440,CEPACONT01,CEPA00301M
B,FK,0,1,CEBAKPA003,KP12,DI3,F99,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA07SPA1,KP13,DI4,F159,CEBIH1PA02,CEBIHPA002
G,SL,1,1,CEPA003H10,KP22,DI3,F288,CEPACONT01,CEPAVIG005
B,FK,3,1,CEPA003H10,KP22,DI3,F288,CEPACONT01,CEBAKPA005
G,FK,2,1,CEPA003H10,KP22,DI3,F288,CEPACONT01,CEBAKPA005
G,FK,0,1,CEPA07SAC1,KP13,DI4,F23,CEBIH1PA02,CEBIHPA002
B,SL,2,1,CEBAKPA003,KP11,DI3,F194,CEPACONT01,CEMMATREVB
B,SL,1,1,CEBAKPA003,KP11,DI3,F106,CEPACONT01,CEPA00301M
G,FK,0,1,CEBAKPA005,KP06,DI1,F260,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEBAKPA005,KP06,DI1,F439,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA07SPA1,KP13,DI4,F390,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA07SPA1,KP13,DI4,F402,CEBIH1PA02,CEBIHPA002
G,FK,2,1,CEBAKPA005,HP15,DI1,F230,CEPA05V01M,CEPACONT01
B,SL,1,1,CEBAKPA003,KP13,DI3,F100,CEPA003003,CEPACONT01
G,FK,1,1,CEPA003H40,KP22,DI3,F441,CEPA003V2M,CEPACONT01
G,FK,2,1,CEPA003H40,KP22,DI3,F441,CEPACONT01,CEPA07CMD1
B,FK,1,1,CEPA003003,HP16,DI4,F420,CEPACONT01,CEPA003003
B,FK,2,1,CEPA07SPA1,KP13,DI4,F83,CEPACONT01,CEPA07SPA1
B,SL,2,1,CEPA07SPA1,KP13,DI4,F83,CEPACONT01,CE045TMPA0
G,FK,2,1,CEBAKPA005,KP13,DI1,F227,CEPACONT01,CE045TMPA0
G,FK,1,1,CEBAKPA003,KP12,DI3,F155,CEPACONT01,CEBAKPA003
B,FK,5,1,CEBAKPA003,KP12,DI3,F155,CEPACONT01,CE003PAMON
G,SL,1,1,CEPA003003,KP13,DI4,F442,CEPACONT01,CEBAKPA003
B,FK,0,1,CEPA07SPA1,KP13,DI4,F195,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEBAKPA005,KP11,DI1,F171,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEBAKPA003,KP11,DI3,F426,CEBIH1PA02,CEBIHPA002
G,FK,1,1,CEPA07SAC2,KP13,DI4,F332,CEPACONT01,CEPA07SAC2
G,FK,1,1,CEPA07SAC2,KP13,DI4,F332,CEPACONT01,CEPA07SAC2
G,SL,2,1,CEPA07SAC1,KP13,DI4,F332,CEPACONT01,CE003PAMON
G,SL,2,1,CEPA07SAC1,KP13,DI4,F332,CEPACONT01,CEBAKPA005
G,FK,1,1,CEBAKPA005,HP15,DI1,F388,CEPACONT01,CE003PAMON
G,SL,2,1,CEBAKPA003,KP13,DI3,F372,CEPACONT01,CEPA00301M
G,FK,0,1,CEPA07SPA1,KP13,DI4,F163,CEBIH1PA02,CEBIHPA002
B,SL,0,1,CEPA07SPA1,KP13,DI4,F163,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEBAKPA005,KP06,DI1,F6,CEBIH1PA02,CEBIHPA002
B,FK,2,1,CEBAKPA003,KP13,DI3,F129,CEPACONT01,CEPA00308M
B,FK,0,1,CEPA003H10,KP18,DI3,F148,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA003H10,KP18,DI3,F148,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA003H10,KP18,DI3,F148,CEBIH1PA02,CEBIHPA002
B,SL,1,1,CEPA07SPA1,KP13,DI4,F286,CEPACONT01,CEPA07SAC1
G,FK,3,0,CEBAKPA003,KP12,DI3,F148,CEPACONT01,CEBAKPA003
G,FK,3,1,CEPA07SPA1,KP13,DI4,F271,CEBAKPA003,CEPACONT01
B,FK,0,1,CEPA07SPA1,KP13,DI4,F68,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEBAKPA005,KP12,DI1,F230,CEBIH1PA02,CEBIHPA002
B,FK,3,1,CEBAKPA003,KP13,DI3,F182,CEPACONT01,CEMMATREVB
B,FK,0,1,CEPA07SPA1,KP13,DI4,F437,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA003H40,KP22,DI3,F367,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA003H40,KP22,DI3,F367,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEPA003003,KP13,DI4,F422,CEBIH1PA02,CEBIHPA002
G,FK,0,2,CEBAKPA003,KP11,DI3,F70,CEPA00308M,CEBIH1PA02
B,FK,1,1,CEPA07SPA1,KP13,DI4,F215,CEPACONT01,CEPA00308M
G,FK,1,1,CEPA07SPA1,KP13,DI4,F215,CEPACONT01,CEPA00308M
G,FK,1,1,CEBAKPA005,KP11,DI1,F305,CEPACONT01,CEPA00308M
G,FK,1,1,CEBAKPA005,KP12,DI1,F63,CEPACONT01,CEPACONT01
B,FK,5,1,CEBAKPA003,KP13,DI3,F428,CEPACONT01,CEPA003003
B,SL,1,1,CEBAKPA003,KP13,DI3,F428,CEPACONT01,CEPA003003
G,FK,1,1,CEPA07SAC1,KP13,DI4,F236,CEPACONT01,CEMMATREVB
B,FK,1,1,CEBAKPA003,KP13,DI3,F336,CEPACONT01,CEPA00308M
B,FK,3,1,CEPA07SPA1,KP13,DI4,F44,CEPACONT01,CEPA00308M
B,FK,3,1,CEPA07SPA1,KP13,DI4,F44,CEPACONT01,CEPA00308M
G,SL,2,1,CEBAKPA005,HP15,DI1,F368,CEPACONT01,CEPA00308M
G,FK,0,1,CEPA07SAC2,JP06,DI4,F349,CEPACONT01,CRSTR0000P
G,FK,0,1,CEPA07SAC2,JP06,DI4,F349,CEPACONT01,CRSTR0000P
B,FK,1,1,CEBAKPA003,KP12,DI3,F228,CEPACONT01,CEPA00308M
B,FK,1,1,CEPA07SPA1,KP13,DI4,F331,CEPACONT01,CEPA00308M
B,FK,1,1,CEPA07SPA1,KP13,DI4,F423,CEPACONT01,CEPA003003
B,FK,3,1,CEPA07SPA1,KP13,DI4,F461,CEPACONT01,CEPA00308M
G,FK,1,1,CEPA003H10,KP18,DI3,F92,CEPACONT01,CE045TMPA0
G,FK,1,1,CEPA003H10,KP18,DI3,F92,CEPACONT01,CEPACONT01
G,FK,1,1,CEPA003H10,KP18,DI3,F92,CEPACONT01,CEPACONT01
G,FK,1,1,CEBAKPA005,KP11,DI1,F91,CEPACONT01,CEPA00301M
G,FK,2,1,CEPA07SAC2,HP16,DI4,F281,CEPACONT01,CEPA003003
B,FK,3,1,CEPA07SAC2,HP16,DI4,F460,CEPACONT01,CEPA003H10
G,FK,1,1,CEPA07SAC2,HP16,DI4,F183,CEPACONT01,CEPA00301M
G,FK,1,1,CEPA07SPA1,KP13,DI4,F211,CEPACONT01,CEPA00308M
G,FK,1,1,CEBAKPA005,HP15,DI1,F425,CEPACONT01,CEPA00307M
G,FK,1,1,CEPA003H40,KP22,DI3,F242,CEPACONT01,CEPA07SPA1
G,SL,2,1,CEPA003H40,KP22,DI3,F242,CEPACONT01,CEPA003003
G,FK,1,1,CEPA003003,HP16,DI4,F454,CEPACONT01,CEPA07SPA1
G,SL,0,1,CEBAKPA003,KP12,DI3,F47,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEBAKPA003,KP12,DI3,F47,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA07SPA1,KP13,DI4,F177,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEPA07SPA1,KP13,DI4,F177,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEBAKPA005,KP12,DI1,F405,CEBIH1PA02,CEBIHPA002
G,SL,1,1,CEBAKPA005,HP15,DI1,F231,CEPACONT01,CEBAKPA003
G,FK,1,1,CEBAKPA003,KP13,DI3,F78,CEPACONT01,CEBAKPA003
G,FK,2,1,CEBAKPA005,HP15,DI1,F221,CEPACONT01,CEBAKPA003
G,FK,0,1,CEPA003003,HP15,DI4,F229,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEPA003H40,KP22,DI3,F62,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEPA07SAC2,JP06,DI4,F467,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEBAKPA003,KP12,DI3,F72,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEPA07SAC2,JP06,DI4,F467,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEPA07SAC1,KP13,DI4,F467,CEBIH1PA02,CEBIHPA002
B,SL,0,1,CEPA07SAC1,KP13,DI4,F467,CEBIH1PA02,CEBIHPA002
B,SL,0,1,CEPA07SPA1,KP13,DI4,F217,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA07SPA1,KP13,DI4,F217,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEBAKPA005,HP15,DI1,F78,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEBAKPA005,KP12,DI1,F269,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEPA07SAC2,JP06,DI4,F224,CEPA003H40,CEBIH1PA02
G,FK,0,1,CEPA07SAC2,JP06,DI4,F59,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA07SAC2,JP06,DI4,F138,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEBAKPA005,KP12,DI1,F411,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEBAKPA003,KP11,DI3,F393,CEBIH1PA02,CEBIHPA002
G,SL,0,1,CEPA07SPA1,KP13,DI4,F393,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA003H40,KP22,DI3,F434,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA07SPA1,KP13,DI4,F224,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEBAKPA003,KP11,DI3,F434,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEBAKPA003,KP11,DI3,F80,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEPA07SAC1,KP11,DI4,F97,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA003H10,KP07,DI3,F404,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA003H10,KP07,DI3,F404,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA003H10,KP07,DI3,F404,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEBAKPA005,HP15,DI1,F304,CEBIH1PA02,CEBIHPA002
B,SL,3,1,CEBAKPA003,KP13,DI3,F397,CEPACONT01,CEPA07SPA1
G,FK,3,1,CEPA003H40,KP22,DI3,F20,CEPACONT01,CEPA00301M
G,FK,2,1,CEPA003H40,KP24,DI3,F357,CEPACONT01,CEBAKPA003
G,FK,3,1,CEPA003H40,KP24,DI3,F357,CEPACONT01,CEBAKPA005
B,FK,3,1,CEPA003003,KP13,DI4,F284,CEPACONT01,CEPA00301M
B,FK,1,1,CEPA07SPA1,KP13,DI4,F34,CEPACONT01,CEPA00301M
G,SL,0,1,CEPA07SPA1,KP13,DI4,F34,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEBAKPA005,KP06,DI1,F345,CEBIH1PA02,CEBIHPA002
G,FK,0,0,CEBAKPA003,KP12,DI3,F89,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEBAKPA003,KP12,DI3,F89,CEBIH1PA02,CEBIHPA002
B,SL,2,1,CEPA07SPA1,KP13,DI4,F407,CEPACONT01,CEPA00301M
G,FK,0,1,CEBAKPA005,KP06,DI1,F465,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEBAKPA003,KP13,DI3,F105,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA07SPA1,KP13,DI4,F292,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEPA07SPA1,KP13,DI4,F292,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEBAKPA005,KP06,DI1,F57,CEBIH1PA02,CEBIHPA002
B,SL,0,1,CEPA07SAC2,KP11,DI4,F434,CEBIH1PA02,CEBIHPA002
B,SL,0,1,CEPA07SAC2,KP11,DI4,F434,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA07SAC1,KP11,DI4,F434,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEPA07SAC1,KP11,DI4,F434,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEBAKPA005,KP11,DI1,F11,CEBIH1PA02,CEBIHPA002
G,FK,1,1,CEBAKPA003,KP13,DI3,F101,CEPA07SAC1,CEPACONT01
G,FK,2,1,CEBAKPA005,HP15,DI1,F179,CEPACONT01,CEPA00308M
G,FK,1,1,CEPA003H10,KP07,DI3,F456,CEPACONT01,CE003PAMON
G,FK,1,1,CEPA003H10,KP07,DI3,F456,CEPACONT01,CE003PAMON
G,FK,1,1,CEPA003H10,KP07,DI3,F456,CEPACONT01,CE003PAMON
G,FK,0,1,CEBAKPA005,KP11,DI1,F268,CEBIH1PA02,CEBIHPA002
G,FK,1,1,CEPA07SAC1,KP13,DI4,F340,CEPACONT01,CEBAKPA003
G,FK,1,1,CEPA003H40,KP22,DI3,F94,CEPA07SPA1,CEPACONT01
G,FK,1,1,CEPA003H40,KP22,DI3,F94,CEPAVIG005,CEPACONT01
B,FK,2,1,CEPA003003,KP13,DI5,F431,CEPACONT01,CEPA07MP01
B,FK,2,1,CEBAKPA003,KP11,DI3,F216,CEPACONT01,CEPA07MP01
B,FK,2,1,CEBAKPA003,KP11,DI3,F216,CEPACONT01,CEPA07MP01
G,FK,1,1,CEPA07SPA1,KP13,DI5,F343,CEPACONT01,CEPA003V2M
G,FK,1,1,CEPA07SPA1,KP13,DI5,F343,CEPACONT01,CEPA00308M
G,FK,2,1,CEBAKPA005,KP13,DI2,F413,CEPACONT01,CEPA07SAC1
B,FK,0,1,CEPA07SPA1,KP13,DI5,F87,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA003003,HP16,DI5,F1,CEPACONT01,CRSTR000PP
G,FK,0,1,CEPA003H40,KP22,DI3,F3,CEPACONT01,CRSTR000PP
G,FK,0,1,CEBAKPA003,KP11,DI3,F359,CEPACONT01,CRSTR000PP
B,FK,2,1,CEPA07SAC2,HP15,DI5,F341,CEPACONT01,CE003PAMON
G,FK,1,1,CEPA07SAC2,HP15,DI5,F341,CEPACONT01,CEPA07SAC2
B,FK,1,1,CEPA07SAC1,KP11,DI5,F341,CEPACONT01,CEPA07SAC1
G,FK,2,1,CEPA07SAC1,KP11,DI5,F341,CEPACONT01,CEPA07SAC1
G,FK,0,1,CEPA07SPA1,KP13,DI5,F2,CEPACONT01,CRSTR000PP
G,FK,0,1,CEPA07SPA1,KP13,DI5,F2,CEPACONT01,CRSTR000PP
G,FK,0,1,CEBAKPA005,HP15,DI2,F4,CEPACONT01,CRSTR000PP
G,SL,1,1,CEBAKPA005,HP15,DI2,F73,CEPACONT01,CEPA07MP01
G,FK,2,1,CEBAKPA003,KP12,DI3,F108,CEPA00307M,CEPACONT01
G,FK,0,1,CEBAKPA003,KP11,DI3,F5,CEPACONT01,CRSTR000PP
G,FK,1,1,CEPA07SAC2,HP15,DI5,F320,CEPA00308M,CEPACONT01
B,FK,1,1,CEPA07SPA1,KP13,DI5,F147,CEPACONT01,CEBAKPA003
G,FK,0,1,CEPA07SPA1,KP13,DI5,F185,CEBIH1PA02,CEBIHPA002
G,FK,1,1,CEPA003H10,KP07,DI3,F313,CEPACONT01,CEBAKPA005
G,FK,0,1,CEPA003H10,KP07,DI3,F313,CEPACONT01,CRSTR000PP
G,FK,0,1,CEPA003H10,KP07,DI3,F313,CEPACONT01,CRSTR000PP
B,FK,0,1,CEPA07SPA1,KP13,DI5,F180,CEBIH1PA02,CEBIHPA002
G,FK,1,1,CEPA003H40,KP22,DI3,F283,CEPACONT01,CEPAASH001
G,FK,0,1,CEPA003H40,KP22,DI3,F283,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEPA003003,KP20,DI5,F331,CEBIH1PA02,CEBIHPA002
G,SL,0,1,CEPA07SPA1,KP24,DI5,F81,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEPA07SPA1,KP24,DI5,F81,CEBIH1PA02,CEBIHPA002
G,FK,0,1,CEBAKPA005,KP12,DI2,F381,CEBIH1PA02,CEBIHPA002
G,FK,1,1,CEBAKPA003,KP13,DI3,F445,CEPACONT01,CEBAKPA005
B,FK,1,1,CEBAKPA003,KP13,DI3,F445,CEPACONT01,CEPA07CMD1
B,FK,3,1,CEBAKPA003,KP11,DI3,F414,CEPACONT01,CEPA003003
G,FK,0,0,CEPA07SAC2,JP06,DI5,F243,CEBIH1PA02,CEBIHPA002
B,FK,0,1,CEPA07SAC2,JP06,DI5,F243,CEBIH1PA02,CEBIHPA002
G,FK,1,0,CEPA07SAC1,KP13,DI5,F243,CE045TMPA0,CEPACONT01
B,FK,1,1,CEPA07SAC1,KP13,DI5,F243,CEPACONT01,CEPA003H10
G,SL,2,1,CEPA07SPA1,KP02,DI5,F24,CEPACONT01,CE003PAMON
G,FK,1,1,CEPA07SPA1,KP02,DI5,F24,CEPACONT01,CEPA00301M
G,FK,2,1,CEBAKPA005,HP15,DI2,F10,CEPACONT01,CEPA07SPA1
G,FK,0,1,CEBAKPA005,HP15,DI2,F218,CEBIH1PA02,CEBIHPA002
G,FK,4,1,CEPA07SAC2,JP06,DI5,F166,CEPACONT01,CEBAKPA003
